invoice_details,line_items,summary
"Invoice Number: 60263180, Date: 10/11/2012, Seller: , Client: costa swanson and pittman johnson inc 615 hansen square suite 642 339 monique neck suite 764 millershire pa 29140 east georgeborough mt 25216",N/A,net worth vat gross worth 1. luigi bormioli crescendo wine 400 each 1410 5640 10 6204 carafe 4802 2 galvanized metal wine caddy 300 each 3495 10485 10 11534 3 leather wine carrier single 300 each 1199 3597 10 3957 bottle gift bag christmas wedding party reusable fabulous at 50 wine glass out 500 each 2000 10000 10 11000 of the box 33 5 unicorn wine bottle display 300 each 1585 4755 10 5230 cuisinart stainless steel electric 500 each 1990 9950 10 10945 wine opener cwo-25 brand new in the box summary vat net worth vat gross worth 10 44427 4443 48870 total 44427 4443 48870
"Invoice Number: 68298216, Date: 07/16/2011, Seller: , Client: murphy plc smith le and johnson 899 pine 2902 jessica lake suite 300 kimberlymouth ga 71157 north gabriela wi 08851",N/A,net worth vat gross worth womens sparkle dress size 2x 500 each 999 4995 10 5495 holiday party red metallic 2 new nwt open back 100 each 299 299 10 329 xhileration plum lacy dress womens size medium 10/12 3 windsor womens black and pink 300 each 1583 4749 10 5224 bodycon sleeveless dress womens size small shein blue and white striped 500 each 800 4000 10 4400 wrap dress 5 sequence dress size small 400 each 3500 14000 10 15400 6 vintage gothic lolita dress 200 each 2277 4554 10 5009 women loose puff sleeve pure color princess dresses talbots petite 8 navy white 200 each 1499 2998 10 3298 dandelion puffs sleeveless dress summary vat net worth vat gross worth 10 35595 3560 39155 total 35595 3560 39155 day
"Invoice Number: 19537372, Date: 07/28/2012, Seller: , Client: richardson llc rodriguez ltd 97614 timothy plaza 50515 jones suite 674 mooreview fl 34546 south cameron mo 61064",N/A,net worth vat gross worth custom built windows 98 retro 200 each 40999 81998 10 90198 gaming industrial pc computer p2 b montego ii 5gb 2 hp 3500 microtower 200 each 7499 14998 10 16498 desktop computer 3.4ghz i3 4gb 50ogb windows 10 pro 3 hp xw9400 amd dual core 300 each 22500 67500 10 74250 2216 2.6ghz /8gb/2sogb/ pc computer desktop alarco gaming pc desktop 100 each 50000 50000 10 55000 computer intel i5 8g1tbwinlowifinvidia gtx 650 1gb 5 dell optiplex windows 10 pro 200 each 14995 29990 10 32989 desktop computer pc i5 4th gen 3.2ghz 8 gb 2 tb hdd dell optiplex all in one 100 each 12999 12999 10 14299 windows 10 desktop computer 780 3.oghz 4gb 250gb 19 lcd desktop computer gaming pc 500 each 57900 2 89500 10 3 18450 build your own ryzen 30006 3200g 3.5ghz vega or gtx summary vat net worth vat gross worth 10 5 46985 54699 6 01684 total 5 46985 54699 6 01684 key pro
"Invoice Number: 33385243, Date: 09/25/2013, Seller: , Client: coffey-smith russo fernandez and 55039 lane point 5493 richard lock new peterport in 12968 south justin ak 94764",N/A,net worth vat gross worth 1. dell optiplex windows 10 pro 500 each 14995 74975 10 82473 desktop computer pc i5 4th gen 3.2ghz 8 gb 2 tb hdd 2 desktop computers gaming 400 each 18800 75200 10 82720 build from scratch 3 dell desktop computer pc core 100 each 12495 12495 10 13745 i5 3.1ghz 8gb ram s00gb hd wifi dvd windows 10 dell optiplex 990 mt computer 300 each 26995 80985 10 89083 pc quad core i7 3.4ghz 16gb 2tb hd windows 10 pro 5 viewsonic vot 133 nettop mini 500 each 3999 19995 10 21995 pc computer vs14165 e-350 1.6ghz 2gb 320gb no os summary vat net worth vat gross worth 10 2 63650 26365 2 90015 total 2 63650 26365 2 90015 may
"Invoice Number: 15685761, Date: 05/15/2017, Seller: , Client: clark ltd cunningham-williams 2333 isabella harbor 4819 dawn lodge suite 973 east daniel sc 97808 south josephbury wy 32824",N/A,net worth vat gross worth 1. 0-zone 300 each 449 1347 10 1482 summary vat net worth vat gross worth 10 1347 135 1482 total 1347 135 1482
"Invoice Number: 69649998, Date: 04/11/2017, Seller: , Client: palmer jordan and shannon jackson gomez and dillon 933 anthony field unit 4133 box 8004 katherinefort nd 16936 dpo ap 12340",N/A,net worth vat gross worth 1. balmain dress 36 500 each 1 55000 7 75000 10 8 52500 2 scott mccintock size 12 300 each 2500 7500 10 8250 black party dress with sparklind top 3 jams world hawaiian dress 100 each 6500 6500 10 7150 rayon sz.l summary vat net worth vat gross worth 10 7 89000 78900 8 67900 total 7 89000 78900 8 67900
"Invoice Number: 55735711, Date: 11/03/2017, Seller: , Client: reese henderson and pollard mathis-berry 692 wilson view 549 kathleen radial apt: 904 brownburgh tn 54526 bowmanshire mt 87259",N/A,net worth vat gross worth 24 sale online coffee 400 each 1 18800 4 75200 10 5 22720 table marquetry inlay floral design christmas gift 2 6x3 marble dining table hakik 500 each 8 63092 43 15460 10 47 47006 pietradura inlay room outdoor mosaic decor h3143 summary vat net worth vat gross worth 10 47 90660 4 79066 52 69726 total 47 90660 4 79066 52 69726 top
"Invoice Number: 99763738, Date: 06/14/2017, Seller: , Client: wheeler-dawson franklin alexander and ford 66055 tammy loaf apt: 344 98812 lynch underpass suite 322 south adamberg ar 08257 lake erica la 35312",N/A,net worth vat gross worth joma youth boys gol 205 piso 500 each 1999 9995 10 10994 multitaco soccer cleats 2.5 white blue yellow new 2 reebok kids boys blue sneakers 200 each 500 1000 10 1100 shoes us 11 no laces 3 adult girl version hermione 400 each 6416 25664 10 28230 granger cosplay costume gryffindor kid size in stock summary vat net worth vat gross worth 10 36659 3666 40325 total 36659 3666 40325
"Invoice Number: 77939527, Date: 10/21/2013, Seller: , Client: moore group russo-sexton 4273 wright lakes 9310 luis club lake bradleyport az 49946 west andrea ia 85378",N/A,net worth vat gross worth the heart of rock soul by 500 each 449 2245 10 2470 dave marsh 2 warmans star wars field guide 200 each 577 1154 10 1269 by wells stuart w. ii 3 the home stretch 100 each 538 538 10 592 scottish folklore legends 100 each 1095 1095 10 1204 180 rare books on dvd scotland history mythology 5 5 entertaining 500 each 449 2245 10 2470 christmas cupcake murder: a 200 each 299 598 10 658 festive delicious ch__. by joanne fluke p.df introduction to thematic 300 each 899 2697 10 2967 cartography summary vat net worth vat gross worth 10 10572 1057 11629 total 10572 1057 11629
"Invoice Number: 11489615, Date: 07/06/2016, Seller: , Client: jones-flores fields and sons 4168 jason stravenue suite 306 138 taylor shores lorimouth mo 13585 port mary wy 68962",N/A,net worth vat gross worth 38/40/42/44mm silicone sport 300 each 368 1104 10 1214 iwatch band strap for apple watch series 6 5 4 3 se 2 brand new cuisinart cwo-25 100 each 2000 2000 10 2200 electric wine opener stainless steel 3 wine openers heavy duty 300 each 2999 8997 10 9897 stainless steel hinges wine key.12pcs/random color vintage mikasa crystal glass 500 each 1095 5475 10 6023 wine bottle stopper grape cluster 6 euc 5 nib set of 4 riedel wine 400 each 2499 9996 10 10996 glasses viognier chardonnay 448/5 summary vat net worth vat gross worth 10 27572 2757 30329 total 27572 2757 30329
"Invoice Number: 49458748, Date: 03/08/2019, Seller: , Client: cameron palmer and martin martin-flores 702 caitlin burg 817 raymond rue apt: 639 east tammyville ma 19188 south kevintown tx 69544",N/A,net worth vat gross worth halloween skeleton hand 100 each 2499 2499 10 2749 stemless single wine glass black with silver zinc alloy 2 lolita hand painted christmas 500 each 18999 94995 10 1 04495 wine glass gingerbread wonderland rare 3 the original rednek vintage 500 each 1295 6475 10 7123 wine glass limited edition 16 0z green by carson nib summary vat net worth vat gross worth 10 1 03969 10397 1 14366 total 1 03969 10397 1 14366
"Invoice Number: 60358070, Date: 03/29/2019, Seller: , Client: vasquez-hogan compton-hahn 9943 mario locks 639 dixon cliff apt: 678 east deborah fl 94838 new amyville ok 15485",N/A,net worth vat gross worth nordic braided tassels sofa 300 each 18654 55962 10 61558 rugs area rug soft mat palm leaves room carpet 2 yilong 4x6 traditional 200 each 3 60000 7 20000 10 92000 handmade carpet sitting room hand knotted silk rug 076b 3 nordic cartoon phoenix carpets 300 each 1366 4098 10 4508 kids bedroom area rugs parlor anti-slip mat decor silky fake fur fluffy carpets 100 each 1412 1412 10 1553 non-slip shaggy area rug floor mat light pink 5 rectangle faux fur sheepskin 300 each 2995 8985 10 9883 rug fluffy area rug floor carpets dark pink summary vat net worth vat gross worth 10 90457 79046 8 69503 total 7 90457 79046 8 69503
"Invoice Number: 30592071, Date: 08/22/2016, Seller: , Client: spencer plc woods plc 50463 gregory lake apt: 350 04344 ryan cliffs apt. 816 lake michaelshire ky 99821 west cherylport mo 03220",N/A,net worth vat gross worth nintendo game boy micro 100 each 13000 13000 10 14300 console black oxysfbb summary vat net worth vat gross worth 10 13000 1300 14300 total 13000 1300 14300
"Invoice Number: 27543706, Date: 07/20/2020, Seller: , Client: kaiser hays and cook holland plc 460 richard forge 10833 hill courts suite 606 lake maria ca 86826 collinsland ca 60385",N/A,net worth vat gross worth 1. marble beautiful white coffee 500 each 27101 1 35505 10 1 49055 table top malachite inlay art home decor h5372 2 15xl5 white decorative 400 each 64577 2 58308 10 2 84139 coffee table top lapis lazuli marquetery patio decor 3 16 inches marble coffee table 100 each 28050 28050 10 30855 top inlay with multi stone at border game table 18 black marble coffee table 300 each 37765 1 13295 10 1 24624 top mother of pearl inlay furniture decors h1883b 5 7x4 pietra dura marble dining 200 each 19 50653 39 01306 10 42 91437 hallway table inlay design patio decor e97za summary vat net worth vat gross worth 10 44 36464 4 43646 48 80110 total 44 36464 4 43646 48 80110 top
"Invoice Number: 62312762, Date: 03/08/2019, Seller: , Client: lambert-murphy dalton-pope 67341 kennedy brook apt: 901 49580 keith ferry apt: 170 jonesmouth hi 64478 port johnburgh nj 58435",N/A,net worth vat gross worth fluffy floor mat anti-skid 500 each 389 1945 10 2140 shaggy area rugs dining living room carpet home decor 2 handmade tribal geometric 200 each 27260 54520 10 59972 design 4x6 indo-gabbeh oriental rug kids room carpet 3 striped contemporary gabbeh 100 each 41724 41724 10 45896 kashkoli oriental area rug handmade wool carpet 6x8 summary vat net worth vat gross worth 10 98189 9819 1 08008 total 98189 9819 1 08008
"Invoice Number: 85583861, Date: 11/29/2020, Seller: , Client: wong and sons blankenship-yates 10592 elizabeth keys suite 381 4664 wilson plains suite 213 north lisa hi 19378 west jefferyburgh sc 27960",N/A,net worth vat gross worth 1. super nintendo entertainment 100 each 12999 12999 10 14299 system snes console bundle w/ 2 controllers games 2 original nintendo gaming 200 each 47500 95000 10 1 04500 console with robot 9 games extras 3 pre order new playstation 400 each 85000 3 40000 10 3 74000 5 console disk version ships fast 11/12 confirmed sega genesis system console 300 each 8999 26997 10 29697 controller games bundle 5 magnavox odyssey 2 400 each 15500 62000 10 68200 microprocessor console system w joy sticks 15 games 1978 b408 nintendo gameboy color 400 each 7499 29996 10 32996 console ice blue toysrus limited japan gbc rear x summary vat net worth vat gross worth 10 5 66992 56699 6 23691 total 5 66992 56699 6 23691 sony
"Invoice Number: 88630006, Date: 02/18/2017, Seller: , Client: pena-white barton haynes and washington psc 5572 box 3859 3867 scott freeway suite 003 apo ae 91948 new heidi wv 19737",N/A,net worth vat gross worth cotton linen kitchen mat 300 each 2052 6156 10 6772 bathroom doormat absorbent rug hand-woven tassel carpet 2 yilong 4x6 golden handmade 500 each 3 60000 18 00000 10 19 80000 carpet antique hand knotted silk area rugs 087b 3 european colour sunflower 100 each 1366 1366 10 1503 pattern mats hallway carpets doormat bedroom area rugs yilong 5.6x8.2 handknotted 200 each 3 30000 6 60000 10 7 26000 silk rug red medallion indoor durable carpet 1842 5 muted vegetable dye khootan 300 each 2 01564 6 04692 10 65161 oriental area rug hand-knotted floral 8xll carpet summary vat net worth vat gross worth 10 30 72214 3 07221 33 79435 total 30 72214 3 07221 33 79435
"Invoice Number: 84404809, Date: 09/11/2011, Seller: , Client: tucker-wilson bishop-taylor 692 eric parkway suite 247 570 evans pine port douglasview me 57524 michelemouth ct 51747",N/A,net worth vat gross worth 1. pictures from a distant 500 each 1384 6920 10 7612 country: seeing america through old paper money 2 arnold ehret rational fasting 300 each 675 2025 10 2227 1971 paperback collectors edition 3 walleye wisdom 500 each 449 2245 10 2470 summary vat net worth vat gross worth 10 11190 1119 12309 total 11190 1119 12309
"Invoice Number: 41210651, Date: 12/12/2011, Seller: , Client: white warren and sheppard holloway-wright 638 hill plains 9066 danny mount north michellebury mn 59461 juliachester ms 25067",N/A,net worth vat gross worth large blue long sleeve fit 200 each 099 198 10 218 flare dress elastic waist crochet detail bohemian 2 nwt as u wish new black 300 each 400 1200 10 1320 chevron size small sequin cocktail formal dress prom 3 elisa cavaletti daniela 300 each 6000 18000 10 19800 dallavalle shift dress grey and white size m womens black cocktail dress 300 each 1999 5997 10 6597 size 5 liza byrd dress sz l- coral 500 each 1799 8995 10 9894 green medallion print short sleeve 100 cotton line summary vat net worth vat gross worth 10 34390 3439 37829 total 34390 3439 37829
"Invoice Number: 38794127, Date: 03/11/2013, Seller: , Client: cohen ltd byrd-george 021 mccoy trail suite 944 6504 helen stravenue new brianmouth mn 82778 south eugeneland ak 77992",N/A,net worth vat gross worth motorcycle journeys through 100 each 600 600 10 660 north america a guide for choosing and planning: 2 king arthur and his knights 500 each 1999 9995 10 10994 new sealed illustrated leather bound gift hardback 3 java how to program 8th edition 400 each 522 2088 10 2297 in the footsteps of the russian 100 each 2587 2587 10 2846 snowman paperback or softback 5 the black morpheus road 300 each 449 1347 10 1482 6 nutcracker christmas tales new 400 each 3499 13996 10 15396 sealed illustrated leather bound deluxe hardback language and womans place 200 each 409 818 10 900 by robin lakoff summary vat net worth vat gross worth 10 31431 3143 34574 total 31431 3143 34574
"Invoice Number: 70521557, Date: 04/12/2020, Seller: , Client: houston-jacobs ramirez-williams 693 obrien overpass apt: 746 01312 clark freeway apt: 633 west jessica ky 35156 barberport pa 61737",N/A,net worth vat gross worth 1. nike air jordan space jam xi 45 200 each 4699 9398 10 10338 size 6y 2 wonder nation kids shoes size 200 each 399 798 10 878 8c 3 lakai select skate shoe little 500 each 099 495 10 545 boys 11 black summary vat net worth vat gross worth 10 10691 1069 11760 total 10691 1069 11760
"Invoice Number: 90841776, Date: 01/12/2019, Seller: , Client: brandt-hunter brennan-smith 0100 hernandez rest 46563 wright turnpike apt: 361 west brad ca 47567 hobbsmouth nm 58425",N/A,net worth vat gross worth 1. guess dress size 6 500 each 2000 10000 10 11000 summary vat net worth vat gross worth 10 10000 1000 11000 total 10000 1000 11000
